date,sku,brand,segment,category,channel,region,pack_type,price_unit,promotion_flag,delivery_days,stock_available,delivered_qty,units_sold
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Multipack,2.48,0,2,217,206,41
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,2.55,0,3,86,135,12
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,8.9,1,3,136,125,41
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Single,1.6,0,4,114,165,13
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Multipack,5.1,0,3,192,191,31
2023-03-11,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,7.88,0,5,142,206,13
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Retail,PL-Central,Single,6.56,0,2,118,149,13
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Discount,PL-Central,Single,2.45,0,1,191,160,31
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Discount,PL-North,Single,1.83,0,2,130,200,12
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Discount,PL-South,Single,5.64,0,4,239,238,23
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Carton,6.26,0,2,80,106,15
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Multipack,5.08,1,5,139,210,28
2023-03-12,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-South,Carton,2.88,0,4,176,224,22
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-Central,Single,7.67,1,2,139,181,18
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-North,Carton,6.43,0,2,233,240,19
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-South,Carton,3.5,0,4,163,179,14
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Discount,PL-Central,Single,6.27,0,4,93,142,8
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Discount,PL-North,Single,8.53,1,1,116,102,18
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,Discount,PL-South,Carton,8.63,0,2,159,203,13
2023-03-12,MI-002,MiBrand2,Milk-Seg1,Milk,E-commerce,PL-Central,Single,5.9,0,5,200,216,15
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-Central,Carton,8.62,0,4,139,160,21
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-North,Multipack,6.35,0,3,203,194,49
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-South,Carton,8.49,0,4,112,149,27
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Discount,PL-Central,Carton,5.96,0,5,85,120,8
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Discount,PL-North,Carton,1.63,1,3,250,223,84
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,E-commerce,PL-Central,Multipack,7.55,0,4,110,151,25
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,E-commerce,PL-North,Carton,4.07,0,5,101,122,12
2023-03-12,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,E-commerce,PL-South,Multipack,6.74,0,5,188,214,28
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Retail,PL-Central,Multipack,4.47,0,4,144,186,24
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Retail,PL-North,Multipack,7.36,0,4,82,119,10
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Retail,PL-South,Single,1.73,1,1,220,261,51
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Discount,PL-North,Carton,3.99,0,2,111,132,16
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,Discount,PL-South,Carton,5.25,0,2,192,168,22
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,E-commerce,PL-Central,Carton,6.19,0,3,183,164,19
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,E-commerce,PL-North,Carton,8.33,0,5,201,208,32
2023-03-12,RE-004,ReBrand1,ReadyMeal-Seg2,ReadyMeal,E-commerce,PL-South,Multipack,2.18,0,4,113,157,12
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-Central,Single,2.73,1,4,107,110,25
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-North,Multipack,4.5,0,3,128,149,15
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Retail,PL-South,Single,7.58,0,4,132,115,19
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-Central,Multipack,2.89,0,1,298,257,53
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-North,Single,4.55,0,2,136,209,25
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,Discount,PL-South,Carton,5.99,0,2,97,159,18
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Carton,2.69,0,4,169,166,16
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Carton,8.91,0,5,226,214,34
2023-03-12,YO-005,YoBrand2,Yogurt-Seg1,Yogurt,E-commerce,PL-South,Single,2.57,1,4,63,66,18
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-Central,Single,8.39,0,3,106,161,11
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-North,Single,6.05,0,4,134,220,9
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Retail,PL-South,Multipack,4.7,0,1,111,185,8
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-Central,Carton,8.54,0,1,100,161,8
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-North,Carton,4.65,0,3,222,193,20
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,Discount,PL-South,Single,2.16,0,1,183,166,17
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-Central,Single,8.79,0,2,106,144,10
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-North,Carton,2.44,0,1,197,196,14
2023-03-12,MI-006,MiBrand1,Milk-Seg3,Milk,E-commerce,PL-South,Carton,6.76,0,1,106,160,7
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-Central,Carton,7.72,0,4,165,138,19
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-North,Single,5.27,0,2,158,195,15
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-South,Single,6.94,0,3,101,161,9
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Discount,PL-Central,Carton,3.49,1,3,262,232,56
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Discount,PL-North,Carton,6.15,1,2,216,239,52
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-Central,Multipack,7.09,0,5,113,110,15
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-North,Carton,2.35,0,3,128,175,16
2023-03-12,RE-007,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-South,Multipack,4.33,0,5,229,208,25
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Retail,PL-Central,Carton,4.51,0,3,185,189,25
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Retail,PL-North,Single,3.04,0,5,0,170,0
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Retail,PL-South,Carton,2.43,0,2,213,188,35
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Discount,PL-Central,Multipack,5.26,0,3,165,155,23
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Discount,PL-North,Single,4.4,1,5,145,158,44
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,Discount,PL-South,Single,7.31,1,4,111,162,35
2023-03-12,YO-009,YoBrand4,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Carton,4.18,1,2,109,124,34
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,Retail,PL-Central,Carton,8.22,1,2,0,164,0
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,Retail,PL-North,Carton,7.05,0,5,103,129,15
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,Retail,PL-South,Multipack,7.32,1,4,202,232,51
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,Discount,PL-Central,Single,7.24,0,4,195,170,36
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,E-commerce,PL-Central,Single,6.41,1,1,220,207,78
2023-03-12,SN-010,SnBrand2,SnackBar-Seg2,SnackBar,E-commerce,PL-North,Multipack,8.98,0,1,192,208,31
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,7.28,0,4,112,172,13
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Retail,PL-North,Single,5.23,0,4,104,138,18
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Retail,PL-South,Carton,4.72,0,1,275,242,42
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Discount,PL-Central,Multipack,4.18,0,1,213,240,36
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Discount,PL-North,Carton,8.45,1,3,145,191,63
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,Discount,PL-South,Single,8.13,1,5,200,200,82
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Carton,4.63,1,5,116,130,20
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,7.78,0,3,209,212,31
2023-03-12,YO-012,YoBrand1,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,7.97,0,5,212,211,22
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Retail,PL-Central,Single,5.64,0,3,169,149,18
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Retail,PL-North,Single,1.7,0,3,99,152,16
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Retail,PL-South,Multipack,1.56,0,1,239,272,27
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Discount,PL-Central,Multipack,1.75,0,5,191,191,27
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Discount,PL-North,Multipack,1.82,0,1,185,184,22
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,Discount,PL-South,Carton,1.78,0,5,164,192,18
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,E-commerce,PL-Central,Single,4.12,0,4,123,198,19
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,E-commerce,PL-North,Single,3.82,0,3,200,244,23
2023-03-12,SN-013,SnBrand3,SnackBar-Seg2,SnackBar,E-commerce,PL-South,Multipack,7.26,0,4,129,179,17
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,Retail,PL-Central,Multipack,3.98,0,5,93,100,12
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,Retail,PL-North,Multipack,4.06,0,2,196,212,15
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,Discount,PL-South,Multipack,7.19,0,5,175,195,32
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,E-commerce,PL-Central,Single,8.64,0,1,258,237,48
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,E-commerce,PL-North,Multipack,4.88,0,2,94,157,12
2023-03-12,YO-014,YoBrand4,Yogurt-Seg3,Yogurt,E-commerce,PL-South,Single,3.25,0,2,202,220,36
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-Central,Carton,7.39,0,2,127,139,11
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-North,Multipack,7.87,0,1,196,178,24
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Retail,PL-South,Carton,4.86,0,2,161,139,21
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Discount,PL-Central,Single,5.53,0,3,137,197,15
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Discount,PL-North,Multipack,5.38,1,2,139,209,31
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,Discount,PL-South,Carton,6.56,0,1,175,158,24
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-Central,Carton,4.47,0,3,205,186,22
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-North,Single,2.83,1,2,172,157,45
2023-03-12,RE-015,ReBrand4,ReadyMeal-Seg1,ReadyMeal,E-commerce,PL-South,Multipack,2.89,0,5,158,152,12
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,Retail,PL-Central,Single,3.31,1,3,157,218,49
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,Retail,PL-North,Single,3.58,0,4,108,171,18
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,Retail,PL-South,Single,3.76,1,2,168,157,73
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,Discount,PL-Central,Multipack,4.77,0,2,155,228,39
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,Discount,PL-South,Multipack,3.21,1,2,149,159,35
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,E-commerce,PL-Central,Single,7.23,1,3,210,214,89
2023-03-12,YO-016,YoBrand3,Yogurt-Seg3,Yogurt,E-commerce,PL-South,Single,6.43,0,2,233,200,37
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Retail,PL-Central,Carton,3.78,1,4,179,185,53
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Retail,PL-South,Carton,1.6,0,3,115,174,21
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Discount,PL-Central,Multipack,6.51,0,2,204,201,29
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Discount,PL-North,Multipack,5.89,1,1,171,191,34
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,Discount,PL-South,Single,5.5,0,1,167,206,24
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,E-commerce,PL-North,Single,2.96,0,1,129,158,14
2023-03-12,RE-017,ReBrand2,ReadyMeal-Seg2,ReadyMeal,E-commerce,PL-South,Multipack,7.9,0,2,145,187,27
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Retail,PL-Central,Multipack,4.94,0,3,241,215,22
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Retail,PL-North,Single,1.75,0,3,252,224,23
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Retail,PL-South,Carton,1.52,0,1,88,111,8
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Discount,PL-Central,Carton,7.68,0,4,104,104,10
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Discount,PL-North,Single,4.59,1,4,96,142,20
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,Discount,PL-South,Single,6.08,0,1,141,185,10
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,E-commerce,PL-Central,Carton,3.68,0,5,127,182,6
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,E-commerce,PL-North,Multipack,5.76,1,5,106,177,12
2023-03-12,SN-019,SnBrand2,SnackBar-Seg1,SnackBar,E-commerce,PL-South,Single,2.56,0,2,141,155,15
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Retail,PL-Central,Single,4.18,1,5,176,222,29
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Retail,PL-North,Carton,4.85,0,5,79,83,11
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Retail,PL-South,Multipack,5.56,0,1,107,148,9
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Discount,PL-Central,Carton,6.3,1,2,94,148,22
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Discount,PL-North,Single,6.99,0,3,205,215,24
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,Discount,PL-South,Carton,2.5,1,2,267,239,69
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Multipack,7.98,0,4,124,145,16
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,8.92,0,1,134,163,18
2023-03-12,YO-020,YoBrand3,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Multipack,8.96,0,3,208,177,13
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Retail,PL-Central,Multipack,6.79,0,5,148,163,28
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Retail,PL-North,Single,2.66,0,1,162,168,13
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Retail,PL-South,Carton,8.71,0,5,122,193,13
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Discount,PL-Central,Multipack,6.96,0,3,166,213,20
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Discount,PL-North,Carton,6.34,0,1,98,123,11
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,Discount,PL-South,Multipack,5.72,0,5,132,173,12
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,E-commerce,PL-Central,Single,6.65,0,3,282,240,38
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,E-commerce,PL-North,Carton,7.11,0,4,246,210,31
2023-03-12,JU-021,JuBrand3,Juice-Seg3,Juice,E-commerce,PL-South,Single,2.62,1,2,140,194,31
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Retail,PL-Central,Single,8.58,1,2,170,228,30
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Retail,PL-North,Carton,5.33,0,5,187,219,25
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Retail,PL-South,Carton,4.55,0,5,220,240,31
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Discount,PL-Central,Single,7.6,0,1,188,158,21
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Discount,PL-North,Multipack,8.19,0,3,191,245,30
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,Discount,PL-South,Multipack,6.73,0,5,251,212,35
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,4.11,0,5,191,210,25
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,E-commerce,PL-North,Carton,6.33,1,3,161,154,42
2023-03-12,MI-022,MiBrand3,Milk-Seg2,Milk,E-commerce,PL-South,Carton,2.08,0,5,210,213,18
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Retail,PL-Central,Single,8.53,0,5,309,271,29
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Retail,PL-North,Multipack,3.1,0,4,177,169,12
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Retail,PL-South,Carton,1.85,0,1,180,265,18
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Discount,PL-Central,Carton,1.54,1,2,151,141,25
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Discount,PL-North,Single,2.08,0,3,178,186,23
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,Discount,PL-South,Single,5.27,0,2,224,200,12
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,E-commerce,PL-Central,Single,5.42,1,4,151,173,39
2023-03-12,MI-023,MiBrand3,Milk-Seg3,Milk,E-commerce,PL-North,Single,4.64,1,5,285,279,68
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Retail,PL-North,Multipack,3.71,0,3,214,226,37
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Retail,PL-South,Carton,1.81,0,3,167,188,22
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Discount,PL-Central,Carton,4.93,0,3,182,241,33
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Discount,PL-North,Carton,3.19,1,1,101,123,33
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,Discount,PL-South,Single,6.61,0,1,145,190,16
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,E-commerce,PL-Central,Single,5.74,0,3,186,190,22
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,E-commerce,PL-North,Multipack,4.79,0,2,168,161,21
2023-03-12,RE-025,ReBrand2,ReadyMeal-Seg3,ReadyMeal,E-commerce,PL-South,Single,5.07,0,3,132,143,18
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-Central,Carton,7.4,0,1,120,186,15
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,Retail,PL-North,Carton,5.58,0,1,204,184,21
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-Central,Multipack,2.57,1,5,205,200,21
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-North,Multipack,2.85,0,5,0,212,0
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,Discount,PL-South,Single,1.7,0,3,154,150,18
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-Central,Carton,6.7,0,5,97,120,6
2023-03-12,MI-026,MiBrand4,Milk-Seg2,Milk,E-commerce,PL-North,Single,5.6,0,4,124,188,13
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Retail,PL-Central,Single,6.84,0,2,134,124,21
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Retail,PL-North,Carton,6.47,0,4,230,270,28
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Retail,PL-South,Carton,5.67,0,1,198,228,23
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Discount,PL-Central,Carton,3.79,0,4,187,195,26
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Discount,PL-North,Carton,1.85,1,4,114,177,31
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,Discount,PL-South,Single,3.68,0,3,141,162,16
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,E-commerce,PL-Central,Single,4.89,0,3,158,146,19
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,E-commerce,PL-North,Carton,2.55,0,3,227,193,26
2023-03-12,SN-027,SnBrand2,SnackBar-Seg3,SnackBar,E-commerce,PL-South,Multipack,8.59,0,2,130,192,18
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-Central,Carton,8.75,1,5,147,182,39
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-North,Single,6.12,0,1,137,177,19
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Retail,PL-South,Carton,2.8,0,2,192,168,38
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-Central,Carton,6.8,0,4,0,185,0
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-North,Multipack,5.5,0,2,159,172,35
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,Discount,PL-South,Multipack,3.82,1,2,207,215,76
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-Central,Multipack,3.09,0,5,194,175,32
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-North,Carton,5.9,0,2,114,121,13
2023-03-12,YO-029,YoBrand4,Yogurt-Seg2,Yogurt,E-commerce,PL-South,Carton,6.48,1,1,249,219,104
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Retail,PL-North,Single,6.95,0,3,74,114,10
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Retail,PL-South,Carton,2.38,0,3,201,217,31
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,Discount,PL-Central,Carton,5.02,0,4,187,220,36
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-Central,Single,2.06,0,2,158,141,39
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-North,Single,3.3,0,2,179,172,26
2023-03-13,YO-001,YoBrand3,Yogurt-Seg1,Yogurt,E-commerce,PL-South,Single,1.62,0,3,175,175,20
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-Central,Multipack,4.06,0,3,108,117,9
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-North,Single,4.45,0,5,152,146,12
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,Retail,PL-South,Carton,1.79,0,5,217,196,18
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,Discount,PL-North,Single,6.29,1,2,185,170,24
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,E-commerce,PL-Central,Single,6.9,0,1,131,185,12
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,E-commerce,PL-North,Single,8.27,0,3,95,125,10
2023-03-13,MI-002,MiBrand2,Milk-Seg1,Milk,E-commerce,PL-South,Carton,2.14,1,2,102,135,11
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-Central,Carton,6.12,0,1,136,222,23
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-North,Single,6.46,0,4,211,182,46
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Retail,PL-South,Multipack,2.46,0,1,213,225,42
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Discount,PL-Central,Single,3.49,0,3,119,155,15
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Discount,PL-North,Single,8.18,0,2,133,118,35
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,Discount,PL-South,Carton,7.84,0,5,207,186,24
2023-03-13,YO-003,YoBrand1,Yogurt-Seg3,Yogurt,E-commerce,PL-Central,Multipack,2.22,0,5,242,222,32
